elapsed_time_sec,cpu_usage_percent,memory_usage_percent,active_instances
156.2,5.1,80.8,1
157.2,2.3,80.8,1
158.2,2.2,80.8,1
159.2,2.6,80.8,1
160.2,3.3,80.7,1
161.21,2.6,80.8,1
162.21,4.9,80.9,1
163.21,3.0,80.9,1
164.21,2.0,80.9,1
165.21,2.5,80.9,1
166.21,1.3,80.9,1
167.21,3.3,80.9,1
168.21,2.3,80.9,1
169.21,1.6,80.9,1
170.22,2.1,80.9,1
171.22,2.0,80.9,1
172.22,5.4,80.9,1
173.22,11.4,80.9,1
174.22,4.6,80.9,1
175.22,10.3,80.9,1
176.22,7.0,80.9,1
177.22,3.6,80.9,1
178.22,5.3,80.9,1
179.22,7.5,80.9,1
180.23,6.4,80.9,1
181.23,6.0,80.9,1
182.23,3.5,80.9,1
183.23,6.1,80.9,1
184.23,6.5,80.8,1
185.23,2.2,80.8,1
186.23,2.2,80.8,1
187.23,2.5,80.8,1
188.23,4.2,80.8,1
189.24,3.0,80.8,1
190.24,2.3,80.8,1
191.24,5.3,80.8,1
192.24,6.4,80.9,1
193.24,6.5,81.2,1
194.24,1.2,81.2,1
195.24,1.6,81.1,1
196.24,1.4,81.2,1
197.25,3.4,81.2,1
198.25,3.2,81.2,1
199.25,1.7,81.2,1
200.25,1.9,81.1,1
201.25,4.4,81.1,1
202.25,4.0,81.2,1
203.25,1.9,81.2,1
204.25,3.6,81.2,1
205.25,6.8,81.2,1
206.25,6.4,81.2,1
207.25,6.2,81.3,1
208.26,8.7,81.4,1
209.26,4.3,81.4,1
210.26,7.0,81.4,1
211.26,5.6,81.4,1
212.26,12.4,81.3,1
213.26,7.1,81.3,1
214.26,3.1,81.3,1
215.27,3.5,81.2,1
216.27,17.2,81.4,1
217.27,12.6,81.5,1
218.27,8.7,81.5,1
219.27,6.0,81.4,1
220.27,2.9,81.4,1
