elapsed_time_sec,cpu_usage_percent,memory_usage_percent,active_instances
1.0,3.0,81.8,1
2.0,5.8,81.8,1
3.0,7.1,81.8,1
4.0,8.2,81.9,1
5.01,33.2,82.2,1
6.01,14.4,82.2,1
7.01,4.4,82.2,1
8.01,16.4,82.0,1
9.01,8.7,82.0,1
10.01,9.2,82.1,1
11.01,11.1,82.1,1
12.01,6.2,82.1,1
13.01,20.4,82.3,1
14.02,2.5,82.2,1
15.02,6.2,82.1,1
16.02,12.6,82.3,1
17.02,5.7,82.3,1
18.02,13.5,82.4,1
19.02,14.9,82.4,1
20.02,3.5,82.3,1
21.02,8.5,82.3,1
22.02,12.4,82.3,1
23.02,17.8,82.4,1
24.03,12.6,82.4,1
25.03,6.4,82.4,1
26.03,10.0,82.4,1
27.03,11.5,82.4,1
28.03,4.3,82.4,1
29.03,9.3,82.4,1
30.03,20.3,82.5,1
31.03,3.7,82.4,1
32.04,3.1,82.4,1
33.04,4.8,82.3,1
34.05,3.4,82.3,1
35.05,5.6,82.1,1
36.05,6.1,81.8,1
37.05,4.4,81.5,1
38.05,3.4,81.4,1
39.05,3.0,81.3,1
40.05,2.5,81.3,1
41.06,5.4,81.4,1
42.06,2.6,81.4,1
43.06,2.7,81.4,1
44.06,1.9,81.3,1
45.06,4.0,81.4,1
46.06,3.2,81.4,1
47.06,2.3,81.3,1
48.07,3.4,81.3,1
49.07,2.9,81.4,1
50.07,3.4,81.4,1
51.07,2.6,81.3,1
52.08,2.5,81.3,1
53.08,3.8,81.3,1
54.08,2.2,81.3,1
55.08,2.6,81.3,1
56.08,4.0,81.3,1
57.08,5.1,81.3,1
58.08,7.7,81.3,1
59.08,5.9,81.4,1
60.08,2.4,81.4,1
61.08,4.7,81.4,1
62.09,4.6,81.5,1
63.09,1.9,81.4,1
64.09,2.5,81.4,1
65.09,3.1,81.4,1
66.09,3.7,81.4,1
67.09,3.0,81.4,1
68.1,3.2,81.4,1
69.1,5.6,81.4,1
70.1,3.0,81.4,1
71.1,4.5,81.4,1
72.1,3.1,81.4,1
73.1,3.6,81.2,1
74.1,4.9,81.2,1
75.1,3.6,81.3,1
76.1,3.8,81.3,1
77.1,3.7,81.2,1
78.1,3.8,81.3,1
79.11,2.7,81.3,1
80.11,3.2,81.3,1
81.11,2.7,81.2,1
82.11,2.8,81.2,1
83.11,2.2,81.3,1
84.11,4.0,81.3,1
85.12,7.7,81.3,1
86.12,4.6,81.3,1
87.12,3.6,81.3,1
88.12,3.6,81.3,1
89.12,3.6,81.3,1
90.13,4.3,81.3,1
91.13,3.7,81.2,1
92.13,3.4,81.3,1
93.13,3.4,81.3,1
94.13,6.3,81.2,1
95.13,3.4,81.2,1
96.13,4.5,81.3,1
97.13,3.9,81.3,1
98.13,9.0,80.8,1
99.13,3.9,80.8,1
100.14,3.5,80.8,1
101.14,3.4,80.8,1
102.14,4.1,80.9,1
103.14,6.9,81.0,1
104.14,4.2,81.0,1
105.14,8.4,81.0,1
106.14,3.8,81.0,1
107.14,15.4,81.0,1
108.14,4.4,81.0,1
109.15,2.8,81.0,1
110.15,3.7,81.0,1
111.15,4.2,81.0,1
112.15,3.1,81.0,1
113.15,2.7,81.1,1
114.15,3.5,81.0,1
115.15,4.6,81.0,1
116.15,3.1,81.0,1
117.16,3.1,81.0,1
118.16,3.8,81.0,1
119.16,3.5,81.0,1
120.16,2.8,81.0,1
121.16,5.1,81.0,1
122.16,4.9,81.0,1
123.16,3.0,81.0,1
124.16,2.1,81.0,1
125.17,5.5,81.0,1
126.17,2.9,81.0,1
127.17,7.9,81.0,1
128.17,2.5,81.0,1
129.17,5.2,81.0,1
130.17,2.6,81.0,1
131.17,2.3,81.0,1
132.18,6.5,81.0,1
133.18,9.3,80.9,1
134.18,9.6,80.8,1
135.18,7.1,80.8,1
136.18,6.1,80.8,1
137.18,5.1,80.8,1
138.18,2.6,80.8,1
139.18,2.3,80.8,1
140.18,3.1,80.7,1
141.18,3.8,80.8,1
142.19,2.7,80.7,1
143.19,7.1,80.7,1
144.19,5.0,80.8,1
145.19,5.9,80.8,1
146.19,4.7,80.8,1
147.19,2.0,80.7,1
148.19,4.2,80.8,1
149.19,6.0,80.7,1
150.19,3.7,80.7,1
151.19,2.5,80.7,1
152.19,2.4,80.7,1
153.2,2.6,80.8,1
154.2,2.5,80.8,1
155.2,2.7,80.7,1
