elapsed_time_sec,cpu_usage_percent,memory_usage_percent,active_instances
1.0,7.8,81.1,2
2.0,7.1,81.0,2
3.0,3.4,81.0,2
4.0,4.6,81.0,2
5.01,4.0,81.0,2
6.01,5.8,81.2,2
7.01,12.0,81.4,2
8.01,34.0,81.3,2
9.01,2.9,81.3,2
10.01,2.4,81.3,2
11.01,6.0,81.2,2
12.01,3.8,81.2,2
13.01,6.2,81.4,2
14.02,10.7,81.7,2
15.02,3.6,81.6,2
16.02,18.7,81.7,2
17.02,5.5,81.7,2
18.02,3.8,81.7,2
19.02,6.0,81.7,2
20.02,9.6,81.7,2
21.02,5.8,81.7,2
22.02,5.6,81.4,2
23.02,2.8,81.3,2
24.03,6.5,81.3,2
25.03,10.7,81.4,2
26.03,20.9,82.2,2
27.03,5.7,82.2,2
28.03,10.2,82.2,2
29.03,29.1,82.9,2
30.03,34.6,83.3,2
31.03,4.5,83.2,2
32.03,18.6,83.1,2
33.04,4.8,83.1,2
34.04,15.1,83.1,2
35.04,3.6,83.1,2
36.04,17.8,83.1,2
37.04,4.3,83.1,2
38.04,9.1,83.1,2
39.05,3.3,82.9,2
40.05,10.3,82.9,2
41.05,3.2,82.9,2
42.05,10.4,82.8,2
43.05,5.2,82.7,2
44.05,9.0,82.7,2
45.05,7.5,82.6,2
46.06,9.4,82.7,2
47.06,4.0,82.6,2
48.06,9.8,82.7,2
49.06,15.8,83.0,2
50.06,22.8,83.0,2
51.07,28.5,83.4,2
52.07,29.7,83.3,2
53.07,12.8,83.1,2
54.07,10.2,83.0,2
55.07,17.4,82.9,2
56.07,7.5,82.9,2
57.07,5.0,82.7,2
58.07,7.1,82.6,2
59.08,11.1,82.2,2
60.08,11.0,81.8,2
61.08,4.6,81.8,2
62.08,2.6,81.8,2
63.09,4.3,81.7,2
64.09,6.1,81.5,2
65.09,12.0,81.5,2
66.09,3.4,81.4,2
67.09,5.0,81.5,2
68.09,2.4,81.4,2
69.09,7.4,81.5,2
70.1,7.0,81.5,2
71.1,5.7,81.4,2
72.11,3.0,81.4,2
73.11,4.2,81.4,2
74.11,5.4,81.4,2
75.11,4.4,81.4,2
76.11,5.2,81.4,2
77.11,2.5,81.4,2
78.11,5.6,81.4,2
79.11,4.1,81.3,2
80.12,5.6,81.4,2
81.12,11.4,81.4,2
82.12,4.1,81.4,2
83.12,3.0,81.4,2
84.12,4.3,81.4,2
85.12,7.0,81.4,2
86.12,3.4,81.3,2
87.12,3.0,81.3,2
88.13,5.3,81.4,2
89.13,6.3,81.4,2
90.13,3.2,81.4,2
91.13,4.6,81.4,2
92.13,2.7,81.3,2
93.13,6.7,81.4,2
94.13,10.9,81.4,2
95.14,5.2,81.4,2
96.14,4.1,81.4,2
97.14,3.8,81.4,2
98.14,14.1,81.6,2
99.14,18.9,81.6,2
100.14,15.4,81.6,2
101.14,6.8,81.5,2
102.15,11.9,81.7,2
103.15,28.0,81.8,2
104.15,17.7,81.8,2
105.15,29.1,83.6,2
106.15,16.7,83.8,2
107.15,8.7,83.9,2
108.15,18.3,83.9,2
109.16,5.5,83.8,2
110.16,10.1,83.9,2
111.16,10.2,83.9,2
112.16,24.1,84.0,2
113.16,7.1,84.0,2
114.16,18.6,84.6,2
115.17,31.1,84.8,2
116.17,8.8,84.8,2
117.17,33.0,84.8,2
118.17,41.8,85.2,2
119.17,49.1,85.4,2
120.17,26.1,85.3,2
121.18,45.9,85.3,2
122.18,26.6,85.3,2
123.18,58.2,85.3,2
124.18,23.0,85.3,2
125.19,31.2,85.3,2
126.19,13.0,85.4,2
127.19,35.7,85.4,2
128.19,30.8,85.4,2
129.19,47.9,85.6,2
130.19,37.5,85.8,2
131.2,46.9,85.8,2
132.2,22.2,86.4,2
133.2,53.6,86.8,2
134.21,29.8,86.2,2
135.21,6.8,86.2,2
136.21,18.3,86.1,2
137.21,10.7,86.1,2
138.21,11.6,85.8,2
139.21,10.6,85.8,2
140.22,12.6,85.7,2
141.24,8.8,85.1,2
142.25,15.1,84.9,2
143.27,18.4,85.0,2
144.28,10.4,84.9,2
145.29,12.8,84.8,2
146.3,5.0,84.8,2
147.3,12.4,84.7,2
148.3,7.4,84.7,2
149.31,12.6,84.3,2
150.31,7.5,84.3,2
151.31,16.6,84.4,2
152.31,6.5,84.4,2
153.31,10.1,84.5,2
154.31,9.3,84.5,2
155.31,10.4,84.5,2
156.31,5.3,84.6,2
157.31,11.6,84.7,2
158.32,4.7,84.7,2
