elapsed_time_sec,cpu_usage_percent,memory_usage_percent,active_instances
87.22,11.8,83.4,1
88.22,9.6,83.4,1
89.22,11.5,83.4,1
90.22,4.4,83.2,1
91.22,10.6,83.3,1
92.22,4.5,83.2,1
93.23,12.1,83.3,1
94.23,7.4,83.3,1
95.23,13.1,83.3,1
96.23,3.4,83.3,1
97.23,9.9,83.4,1
98.23,6.7,83.5,1
99.23,14.7,83.5,1
100.23,6.1,83.5,1
101.24,13.5,83.3,1
102.24,4.8,83.4,1
103.24,13.6,83.4,1
104.24,4.6,83.4,1
105.24,10.2,83.3,1
106.24,12.5,83.4,1
107.24,19.2,82.6,1
108.25,5.6,82.6,1
109.25,13.1,82.6,1
110.25,7.9,82.5,1
111.25,9.9,82.5,1
112.25,6.1,82.5,1
113.25,11.1,82.5,1
114.25,6.0,82.5,1
115.25,11.4,82.5,1
116.26,5.4,82.5,1
117.26,11.2,82.6,1
118.26,11.1,82.6,1
119.27,9.7,82.6,1
120.27,9.1,82.6,1
121.27,17.4,82.6,1
122.27,16.1,82.7,1
123.27,8.9,82.6,1
124.27,6.2,82.5,1
125.27,6.7,82.5,1
126.27,3.4,82.5,1
127.27,2.7,82.5,1
128.28,2.7,82.4,1
129.28,2.3,82.4,1
130.28,7.2,82.1,1
131.28,6.8,82.1,1
132.28,7.8,82.1,1
133.28,13.5,82.0,1
134.28,7.6,82.0,1
135.28,2.8,82.0,1
136.29,3.2,82.0,1
137.29,3.0,82.0,1
138.29,2.7,82.0,1
139.29,3.4,82.0,1
140.29,4.5,82.0,1
141.29,3.9,82.0,1
142.29,2.8,82.0,1
143.29,2.5,81.9,1
144.3,2.6,82.0,1
145.3,3.8,82.0,1
146.3,3.5,82.0,1
147.3,3.5,82.0,1
148.3,4.1,82.0,1
149.3,2.8,82.0,1
150.3,2.2,81.9,1
151.31,4.1,81.9,1
152.31,2.9,81.8,1
153.31,2.2,81.9,1
154.31,1.9,81.9,1
155.31,3.3,81.8,1
156.31,2.2,81.8,1
157.31,2.1,81.8,1
158.31,1.6,81.8,1
159.31,3.9,81.9,1
160.31,3.5,81.8,1
161.32,2.4,81.8,1
162.32,1.7,81.8,1
163.32,2.3,81.8,1
164.32,2.1,81.8,1
165.32,2.2,81.9,1
166.32,1.7,81.9,1
167.32,2.4,81.8,1
168.32,3.4,81.8,1
169.33,3.2,81.9,1
170.33,3.1,81.9,1
171.33,4.0,81.9,1
172.33,2.6,81.8,1
173.33,2.6,81.9,1
174.33,6.7,81.9,1
175.34,3.0,81.9,1
176.34,2.0,81.9,1
177.34,1.7,81.8,1
178.34,2.3,81.9,1
179.34,5.4,81.9,1
180.35,2.6,81.9,1
181.35,2.0,81.7,1
182.35,5.1,81.7,1
183.35,2.1,81.7,1
184.35,2.0,81.7,1
185.35,7.9,81.7,1
186.35,4.6,81.7,1
187.36,8.2,81.9,1
188.36,2.5,81.9,1
189.36,2.2,81.8,1
190.36,2.5,81.8,1
191.36,2.6,81.8,1
192.36,5.2,81.8,1
193.36,2.5,81.9,1
194.36,2.6,81.8,1
195.36,1.8,81.8,1
196.37,7.7,81.9,1
197.37,4.1,81.8,1
198.37,3.5,81.8,1
199.37,2.1,81.8,1
200.38,2.8,81.8,1
201.38,1.9,81.8,1
202.38,1.5,81.9,1
203.38,4.7,81.8,1
204.38,3.1,81.8,1
205.38,2.3,81.8,1
206.38,1.9,81.8,1
207.39,2.6,81.9,1
208.39,4.6,81.8,1
209.39,2.7,81.8,1
210.39,1.8,81.8,1
211.39,2.3,81.8,1
212.39,3.6,81.8,1
213.39,5.3,81.8,1
214.39,2.1,81.8,1
215.39,3.2,81.8,1
216.4,3.3,81.9,1
217.4,1.8,81.9,1
218.4,2.1,81.7,1
219.4,4.5,81.6,1
220.4,2.8,81.9,1
221.4,2.5,81.9,1
222.4,4.5,81.9,1
223.4,2.1,81.9,1
224.4,1.8,81.7,1
225.41,2.1,81.7,1
226.41,1.3,81.8,1
227.41,4.5,81.7,1
228.41,2.6,81.7,1
229.41,1.8,81.7,1
230.41,9.1,81.7,1
231.41,2.1,81.7,1
232.41,7.1,81.5,1
233.41,2.0,81.5,1
234.42,3.8,81.5,1
235.42,2.5,81.6,1
236.42,4.4,81.5,1
237.42,3.8,81.5,1
238.42,3.1,81.5,1
239.42,3.6,81.5,1
240.42,6.8,81.5,1
241.42,3.2,81.5,1
242.42,3.4,81.5,1
243.43,2.5,81.5,1
244.43,3.5,81.5,1
245.43,7.8,81.5,1
246.43,9.5,80.8,1
247.43,5.1,81.0,1
248.43,7.3,81.0,1
249.43,5.7,81.0,1
250.43,5.5,81.0,1
251.43,9.9,81.0,1
252.43,6.7,81.1,1
253.44,3.7,81.0,1
254.44,14.7,81.1,1
255.44,12.7,81.1,1
256.44,12.1,81.2,1
257.44,10.1,81.2,1
258.44,13.5,81.1,1
259.44,4.0,81.2,1
